,time,club,id,first_name,gender,trained_10_week,trained_im,has_trainer,Age,VO2 Max,BMI,n Marathons run,Cadence
3494,01:36:35,,3482,Josh,male,5,5,0,32,58.22,23.6,11,167
1247,01:36:35,,1245,Alex,male,3,4,0,41,28.58,20.87,4,162
4014,01:36:35,,4001,Matt,male,1,1,0,25,34.95,18.63,2,164
8760,01:36:35,,8736,Roisin,female,1,5,0,39,37.71,23.18,1,167
5970,01:36:35,,5951,Tim,male,6,6,0,47,55.63,22.84,8,164
6877,01:36:34,Vegan Runners UK,6855,Lucas,male,1,4,1,49,49.78,21.74,5,166
12120,01:36:34,,12083,Jack,male,6,7,0,45,39.19,22.78,0,161
11074,01:36:34,,11041,Lizzy,female,4,4,0,22,43.87,22.43,8,169
3493,01:36:34,,3481,Claire,female,1,4,0,25,35.75,21.45,7,170
4420,01:36:34,,4404,Nicky,male,3,5,0,38,34.69,25.55,9,168
8759,01:36:34,,8735,James,male,1,4,0,44,34.26,21.92,12,172
14030,01:36:34,,13988,Jon,male,6,6,0,36,35.23,22.17,5,165
12119,01:36:33,On the Run Aylesbury,12082,Laura,female,5,5,0,55,44.66,22.34,2,162
1246,01:36:33,,1244,Katy,female,3,3,0,68,40.61,20.42,12,165
3492,01:36:33,,3480,Chris,male,3,6,0,18,0,22.67,4,162
8758,01:36:33,,8734,James,male,0,4,0,36,36.98,22.85,17,166
1245,01:36:33,,1243,Katie,female,4,4,0,39,0,26.15,9,173
8757,01:36:32,,8733,Richard,male,4,4,0,30,41.68,21.18,3,168
12118,01:36:32,,12081,Dan,male,2,6,0,34,39.12,25.85,4,161
6876,01:36:32,,6854,Michael,male,4,5,0,39,51.85,24.96,10,164
13075,01:36:32,,13034,Zara,female,5,5,0,37,35.41,21.5,5,160
2560,01:36:32,,2550,Matt,male,1,4,0,44,47.87,19.62,5,1
216,01:36:32,,216,Michael,male,2,5,0,50,40.97,23.47,7,170
1242,01:36:31,,1240,Estelle,female,0,6,0,44,32.63,22.14,6,162
1243,01:36:31,,1241,Allan,male,6,6,0,23,42.95,22.53,3,165
1244,01:36:31,,1242,Emily,female,2,3,0,32,46.32,21,8,170
5968,01:36:31,Istead & Ifield Harriers,5949,Jeremy,male,3,5,1,39,46.11,23.55,4,172
3491,01:36:31,,3479,Chloe,female,0,8,0,43,55.65,21.21,4,162
5969,01:36:31,,5950,Victoria,female,5,5,0,37,0,23.2,4,161
8755,01:36:30,,8731,Christina,female,0,3,0,31,48.7,22.31,8,155
5967,01:36:30,,5948,Jack,male,2,5,0,29,40.11,20.44,9,160
6641,01:36:30,,6619,James,male,3,6,0,56,43.24,21.92,4,164
3490,01:36:30,,3478,Harrison,male,4,5,0,51,37.11,21.24,7,163
8756,01:36:30,,8732,Rebecca,female,2,2,0,45,43.85,22.47,11,170
8754,01:36:29,,8730,Ana,female,2,2,0,24,43.92,999,6,175
4013,01:36:29,Massey Fergusson Runners Club,4000,Michelle,female,3,4,1,45,38.86,21.53,13,172
1241,01:36:28,,1239,Matthew,male,3,4,0,37,46.59,22.12,7,162
8753,01:36:28,,8729,Lauren,female,2,4,0,43,39.27,22.45,14,171
14029,01:36:28,,13987,Sam,male,3,5,0,25,48,999,2,159
3489,01:36:28,,3477,Becky,female,3,6,0,18,42.66,23.15,6,163
9547,01:36:28,,9520,Rob,male,5,5,0,47,35.85,23.06,2,166
13405,01:36:28,,13363,Adam,male,2,5,0,38,48.11,24.06,3,163
11073,01:36:28,,11040,Jack,male,0,5,0,46,33.24,22.09,3,164
11072,01:36:28,,11039,Chris,male,2,3,0,32,28.15,24.28,5,162
2557,01:36:27,,2547,Goska,male,5,5,0,34,47.45,23.11,15,161
6875,01:36:27,,6853,Lucy,female,0,2,0,40,42.83,24.74,1,173
4012,01:36:27,Ryde Harriers,3999,Bethan,female,3,4,0,26,31.64,24.37,5,159
2559,01:36:27,,2549,Molly,female,3,5,0,40,46.34,22.44,3,164
2558,01:36:27,,2548,Maeve,female,1,6,0,29,46.28,23.09,6,161
6874,01:36:27,,6852,Maddy,female,0,4,0,18,31.48,21.26,8,162
10325,01:36:27,,10295,Julie,female,0,3,0,30,37.27,24.38,11,158
9803,01:36:27,,9776,Caroline,female,4,4,0,36,50.03,22.97,8,175
7265,01:36:26,,7243,Simon,male,2,2,0,46,54.35,21.61,13,171
14027,01:36:26,Stubbington Green Runners,13985,Christopher,male,0,4,1,18,37.33,22.15,6,165
3488,01:36:26,Lordshill Road Runners,3476,Tracy,female,4,4,1,28,36.12,24.59,1,159
14028,01:36:26,,13986,Paul,male,3,7,0,40,0,21.46,10,170
1240,01:36:26,,1238,Hannah,female,7,7,0,28,38.7,21.32,12,169
14026,01:36:25,Lonely Goat Running Club,13984,Gordon,male,1,4,1,37,19.22,22.55,4,166
5966,01:36:25,,5947,Dominic,male,0,4,0,38,45.38,22.74,6,168
11071,01:36:25,,11038,Heath,male,6,6,0,41,50.79,22.68,10,166
3487,01:36:25,,3475,Conor,male,2,4,0,32,30,23.63,4,159
10324,01:36:25,St John’s Running Club,10294,Caroline,female,3,4,0,53,41.19,22.03,10,168
12117,01:36:25,,12080,Isobel,female,3,5,0,46,41.73,20.97,2,174
7749,01:36:24,Horsham Joggers Club,7727,Graham,male,7,7,1,53,54.37,21.64,11,166
2556,01:36:24,,2546,Sarah,female,4,4,0,21,51,22.59,3,172
7750,01:36:24,,7728,Catrin,female,6,6,0,43,35.39,22.89,6,156
11070,01:36:24,Bad Boy Running Club,11037,Michelle,female,0,4,0,25,46.38,20.28,5,174
5012,01:36:23,,4994,Kate,female,3,4,0,26,25.81,19.46,9,170
14025,01:36:23,,13983,Julie,female,4,4,0,26,52.78,22.16,9,174
8750,01:36:23,,8726,Michaela,female,1,3,0,31,31.82,20.92,2,161
5964,01:36:23,Exmouth Running Belles,5945,Lorraine,female,5,5,1,47,25.69,21.99,11,168
12116,01:36:23,,12079,Bethany,female,1,3,0,38,46.21,23.19,4,173
8751,01:36:23,,8727,Deckland,male,6,6,0,36,44.85,24.23,9,163
5965,01:36:23,,5946,Jennie,female,1,3,0,27,37.09,24.31,8,160
8752,01:36:23,Exmouth Harriers AAC,8728,Amanda,female,0,1,0,26,48.83,19.64,10,163
14024,01:36:22,Exmouth Running Belles,13982,Louise,female,0,5,0,29,39.82,20.19,15,159
13074,01:36:22,,13033,Tom,male,0,2,0,28,39.47,999,4,162
5963,01:36:22,,5944,Nathan,male,2,4,0,27,47.35,23.96,5,161
8749,01:36:21,,8725,Sam,male,6,7,0,24,46.11,23.77,6,166
5962,01:36:21,,5943,Jordan,male,2,6,0,30,54.32,999,10,167
9546,01:36:21,,9519,James,male,4,7,0,34,39.48,25.79,8,157
2555,01:36:21,,2545,Eleanor,female,3,4,0,38,31.89,999,6,168
11069,01:36:21,,11036,Jenny,female,0,3,0,18,33.45,23.09,1,156
4419,01:36:20,,4403,Adam,male,1,6,0,42,49.93,21.96,7,159
10323,01:36:19,,10293,Kyran,male,3,6,0,33,47.47,23.88,10,156
2554,01:36:19,,2544,Frances,female,2,3,0,34,48.75,23.04,11,162
1239,01:36:19,,1237,Ruth,female,0,4,0,32,35.54,23.43,700,165
8748,01:36:18,,8724,Susana,female,0,5,0,45,56.33,27.24,7,164
12115,01:36:18,,12078,Michael,male,1,2,0,33,39.05,22.9,13,167
10322,01:36:18,,10292,Scott,male,3,3,0,54,51.76,21.9,1,166
1238,01:36:17,,1236,Saikat,male,8,8,0,46,31.87,23.01,8,158
13073,01:36:17,,13032,Craig,male,2,4,0,21,51.31,25.2,6,168
11068,01:36:17,,11035,Dave,male,6,6,0,47,43.29,23.61,14,159
12114,01:36:17,,12077,Ben,male,6,6,0,37,0,24.14,7,160
8747,01:36:17,Gosport Road Runners,8723,Karen,female,3,4,0,37,41.13,22.67,9,174
1237,01:36:17,,1235,James,male,2,5,0,18,39.65,23.39,11,168
215,01:36:16,,215,Brian,male,3,4,0,31,0,20.02,4,159
1236,01:36:16,,1234,Jessica,female,0,5,0,18,43.07,24.93,5,169
5960,01:36:16,,5941,Nicole,female,6,6,0,43,41.89,23.39,8,164
214,01:36:16,,214,Oliver,male,0,4,0,33,25.48,22.48,7,166
5961,01:36:16,,5942,Simon,male,3,3,0,52,38.01,23.16,6,160
8746,01:36:16,,8722,Stuart,male,5,5,0,37,42.05,20.58,0,176
4418,01:36:16,,4402,Alan,male,4,4,0,24,32.4,24.48,6,169
2553,01:36:15,Tadworth AC,2543,Michael,male,0,1,1,42,48.74,22.37,5,175
10321,01:36:15,,10291,Chloe,female,1,7,0,30,40.44,22.93,6,170
7264,01:36:15,,7242,Tillie,female,2,2,0,54,36.55,23.13,13,1
13072,01:36:15,,13031,Zoe,female,1,3,0,27,29.75,999,5,163
1235,01:36:15,,1233,Liz,female,4,5,0,35,37.38,22.64,9,168
6873,01:36:14,,6851,Louise,female,6,7,1,31,46.6,21.38,0,164
8745,01:36:14,Hook Runners,8721,Catherine,female,7,7,1,28,27.55,21.89,6,170
12113,01:36:14,,12076,Beth,female,4,4,0,23,39.99,23.04,12,1
3485,01:36:14,,3473,Odair,male,4,7,0,38,48.23,25.2,9,165
9545,01:36:14,,9518,Kasia,male,0,2,0,40,43.45,21.05,3,171
3486,01:36:14,,3474,Mitch,male,2,5,0,32,27.13,23.26,9,166
10320,01:36:14,Daventry Road Runners,10290,Andrew,male,1,1,0,51,47.13,23.66,11,1
4417,01:36:13,,4401,Connor,male,6,6,0,19,38.93,21.93,4,1
13071,01:36:13,City of Salisbury AC & RC,13030,Wayne,male,1,5,0,40,37.99,22.15,9,165
7748,01:36:13,,7726,Tom,male,1,6,0,30,46.1,20.89,1,164
1234,01:36:13,17 Port & Maritime Veteran Runners,1232,Charlotte,female,2,6,1,46,45.08,19.73,5,157
7263,01:36:12,,7241,Luke,male,0,5,0,51,43.57,21.91,14,167
5011,01:36:12,,4993,Paul,male,5,5,0,31,42.64,22.85,3,159
10319,01:36:12,Medway Fit,10289,Phillip,male,1,1,0,45,41.47,21.18,9,169
14023,01:36:11,,13981,Ian,male,2,6,0,18,50.59,21.47,0,163
10318,01:36:11,,10288,Sven,male,0,4,0,31,47.67,21.65,8,166
11067,01:36:11,Gosport Road Runners,11034,Biddy,male,5,5,0,28,37.36,25.16,7,158
3484,01:36:11,Isle Of Wight RRC,3472,Charlotte,female,0,4,0,55,33.16,22.13,12,168
5959,01:36:11,,5940,Nick,male,5,5,0,33,47.31,24.9,5,167
5010,01:36:11,,4992,Ash,male,5,5,0,30,29.98,22.1,11,163
12112,01:36:11,,12075,Chloe,female,0,7,0,42,48.05,22.65,11,169
7747,01:36:10,,7725,Kelly-marie,male,5,6,0,22,54.53,22.24,4,158
12111,01:36:10,,12074,Sophie,female,2,7,0,42,51.34,21.52,9,172
14022,01:36:10,,13980,Liam,male,3,3,0,58,42.27,21.5,9,166
3483,01:36:10,,3471,Andrew,male,0,4,0,28,41.03,21.98,11,172
213,01:36:10,,213,Kevin,male,1,3,0,33,39.73,24.57,8,167
14613,01:36:10,,14566,Leona,female,0,5,0,42,42.42,999,10,1
5958,01:36:10,,5939,David,male,5,6,1,42,39.38,22.02,2,168
8744,01:36:09,,8720,Jason,male,4,4,0,29,35.36,23.29,8,161
11066,01:36:09,Fordy Runs Running Club,11033,Richard,male,5,5,0,37,38.82,21.22,10,167
9802,01:36:09,Runnyhoneys,9775,Melissa,female,2,3,0,49,49.73,20.36,7,165
2552,01:36:09,,2542,Donne,male,2,8,0,33,40.03,22.34,10,173
11065,01:36:09,,11032,Holly,female,1,7,0,33,53.71,23.53,5,166
7262,01:36:09,,7240,Charlotte,female,0,5,0,41,38.03,20.74,16,157
13070,01:36:08,Seaford Striders,13029,Hazel,female,5,5,0,38,35.37,21.55,17,169
8743,01:36:08,,8719,Kevin,male,1,5,0,44,42.77,24.54,12,156
11063,01:36:08,,11030,Charlotte,female,4,5,0,23,34.56,22.07,3,171
13332,01:36:08,,13290,Shahed,male,4,5,0,43,30.46,24.89,10,161
11064,01:36:08,,11031,Melvin,male,1,5,0,56,46.79,22.71,5,164
5009,01:36:08,,4991,Brett,male,5,5,0,32,34.01,23.5,7,163
3482,01:36:07,,3470,Lisa,female,4,4,0,38,50.17,20.75,6,162
8742,01:36:07,,8718,Conor,male,3,6,0,42,45.2,24.7,7,162
10317,01:36:07,,10287,Andrew,male,2,2,0,45,37.43,22.58,-2,168
4416,01:36:07,West Wight Road Runners,4400,Agnes,female,4,4,0,0,51.33,21.64,1,173
13067,01:36:07,,13026,Hayley,female,0,3,0,18,39.12,20.07,6,166
13068,01:36:07,,13027,Leah,female,4,4,0,25,40.27,20.08,11,171
13069,01:36:07,Royston Runners,13028,Eric,male,2,3,0,18,41.47,22.03,8,160
9544,01:36:06,,9517,Vincent,male,5,5,0,40,33.42,24.47,9,164
2551,01:36:06,,2541,Grahame,male,3,5,0,33,45.04,23.41,6,161
5008,01:36:06,,4990,Susan,female,5,5,0,40,43.68,23.63,0,165
14021,01:36:06,,13979,Paul,male,3,4,0,41,36.49,22.55,10,161
8741,01:36:06,Lonely Goat Running Club,8717,Susie,female,0,7,1,41,50.11,20.76,8,173
8740,01:36:06,,8716,Richard,male,2,4,0,42,42.22,22.87,6,173
5007,01:36:05,,4989,Zoe,female,2,4,0,29,51.44,24.33,4,163
14020,01:36:05,,13978,Reece,male,4,4,0,49,44.01,22.26,9,173
5006,01:36:05,,4988,Chris,male,2,5,0,23,48.28,19.93,8,167
12110,01:36:04,,12073,Liam,male,0,4,0,39,47.93,20.61,5,161
1233,01:36:04,,1231,Simon,male,4,5,0,27,35.3,21.62,4,170
10316,01:36:04,Clanfield Joggers,10286,Charley,male,4,4,1,22,46.17,999,5,164
9543,01:36:04,,9516,Mike,male,3,6,0,38,33.1,21.44,9,168
2550,01:36:04,,2540,Jack,male,3,5,0,34,39.64,22.23,12,169
12109,01:36:04,,12072,Lois,female,3,3,0,43,28.7,22.53,7,1
4415,01:36:03,,4399,Gavin,male,1,3,0,33,37.53,21.16,10,170
1232,01:36:03,,1230,Antonio,male,6,6,0,55,39.81,20.74,12,158
3481,01:36:03,Winchester Fit Club,3469,Philippa,female,3,3,1,48,32.92,22.77,4,173
9542,01:36:03,,9515,Spencer,male,7,7,0,30,42.55,22.91,7,160
2549,01:36:02,,2539,Sarah,female,0,5,0,39,47.25,20.77,9,1
13331,01:36:02,12 in 12,13289,Emma,female,5,5,1,25,0,21.07,6,171
13404,01:36:02,Seaford Striders RC,13362,Michelle,female,2,3,1,20,39.1,20.46,6,166
1231,01:36:02,,1229,Ryan,male,0,2,0,33,29.39,22.61,6,163
3480,01:36:02,,3468,Jenna,female,7,8,0,35,54.77,24.28,6,170
8739,01:36:02,,8715,Darren,male,4,5,0,44,42.87,21.88,6,160
12108,01:36:01,Isle Of Wight RRC,12071,Sarah,female,1,5,0,36,40.96,21.89,9,177
1230,01:36:01,Vegan Runners UK,1228,Jade,female,3,3,0,28,41.98,22.11,-1,174
5005,01:36:01,,4987,Chloe,female,0,4,0,33,38.77,20.36,6,167
11062,01:36:01,Chichester Runners & AC,11029,Emilie,female,4,4,1,24,42.72,26.83,7,166
13066,01:36:00,,13025,Kieran,male,0,3,0,26,55.24,24.65,7,164
6872,01:36:00,,6850,Harvey,male,4,4,0,18,48.29,23.65,9,170
5004,01:36:00,,4986,Pamela,female,3,3,0,35,40.97,21.43,7,159
12107,01:36:00,,12070,Zoe,female,0,4,0,33,55.41,23.43,0,164
14018,01:36:00,Clanfield Joggers,13976,Lesley,male,2,3,1,38,43.42,22.94,13,173
12106,01:36:00,,12069,Melissa,female,2,2,0,32,42.18,20.7,3,162
14019,01:36:00,,13977,Joanne,female,3,7,0,39,43.11,24.47,10,164
1229,01:35:59,Havant AC,1227,Sarah,female,2,5,1,20,47.74,24.08,9,159
14017,01:35:58,,13975,Kelly,female,2,7,0,34,38.52,20.66,8,168
7261,01:35:58,,7239,Gurmeeht,male,1,6,0,44,46.24,22.68,7,166
8738,01:35:58,Larkfield AC,8714,Janice,female,1,3,0,31,51.56,21.42,9,163
5957,01:35:58,,5938,Lucie,female,3,3,0,34,0,22.23,7,162
5003,01:35:58,,4985,Natalie,female,2,3,0,52,39.91,23.54,12,172
1228,01:35:58,,1226,Sarah,female,3,5,0,38,45.48,24.95,12,164
12105,01:35:58,,12068,Jagmohan,male,0,4,0,48,35,22.89,4,170
9541,01:35:58,,9514,Vu,male,4,4,0,33,43.47,22.09,8,167
5956,01:35:57,,5937,Jayne,female,2,4,0,57,35.11,22.68,10,172
7746,01:35:57,,7724,Elizabeth,female,2,4,0,35,42.84,22.42,6,163
1227,01:35:57,,1225,Natalie,female,2,2,0,19,60.69,25.22,3,1
1226,01:35:57,,1224,Jasmin,female,3,5,0,40,56.1,23.52,17,153
4414,01:35:56,,4398,Claire,female,5,5,0,43,40.08,22.82,6,167
14016,01:35:56,,13974,Sue,female,1,5,0,31,44.12,22.73,10,161
8737,01:35:56,,8713,Stuart,male,0,4,0,41,44.32,27.02,12,166
10315,01:35:56,,10285,Stuart,male,4,4,0,28,55.02,23.39,10,166
5002,01:35:56,On the Run Aylesbury,4984,Victoria,female,2,5,0,54,33.36,23.82,9,173
10314,01:35:56,,10284,Jacqui,female,2,3,0,29,35.89,23.22,10,169
13065,01:35:55,Romsey Road Runners,13024,Diane,female,3,3,0,28,43.91,22.11,7,165
8736,01:35:55,,8712,Izzy,male,4,5,0,21,45.31,24.83,6,166
7260,01:35:55,,7238,India,female,4,4,0,25,40.32,22.34,3,164
7259,01:35:55,,7237,Charlie,male,1,2,0,43,49.76,20.67,4,167
4413,01:35:55,,4397,Jonathan,male,0,4,0,36,38.48,23.57,4,167
5955,01:35:55,,5936,Abby,female,2,7,0,40,33.61,19.82,9,163
12104,01:35:55,Vegan Runners UK,12067,Matthew,male,3,3,1,24,29.51,21.66,15,158
1225,01:35:55,,1223,Mark,male,3,4,0,32,38.4,20.5,7,158
14015,01:35:55,,13973,Amelia,female,6,6,0,37,49.23,22.71,8,172
212,01:35:54,,212,Kristina,female,3,8,0,31,50.24,22.31,10,176
8735,01:35:54,,8711,Claire,female,4,5,0,29,33.68,21.71,4,167
7258,01:35:54,,7236,Olivia,female,3,4,0,28,41.14,21.62,6,165
14014,01:35:54,,13972,Fran,female,0,4,0,18,40.35,22.11,3,165
5954,01:35:53,Ashford & District RRC,5935,Matt,male,3,6,0,33,30.27,24.37,1,164
10313,01:35:53,,10283,Kara,female,1,6,0,49,47.26,24.01,0,161
12103,01:35:53,,12066,Natalie,female,5,5,0,33,40.5,23.23,3,164
3479,01:35:52,Seaford Striders RC,3467,Tristan,male,0,3,1,30,36.97,21.98,8,171
5952,01:35:52,,5933,Jamie,female,1,6,0,30,44.89,22.45,12,167
14612,01:35:52,,14565,Glen,male,1,4,0,31,36.9,22.63,12,163
5953,01:35:52,Seaford Striders,5934,Sarah,female,2,5,1,53,45.81,22.37,15,167
8734,01:35:52,Lordshill Road Runners,8710,Sammy,male,4,6,1,56,46.27,22.28,11,166
14013,01:35:52,,13971,Nick,male,7,7,0,33,43.44,22.79,4,164
13064,01:35:52,,13023,David,male,5,5,0,35,42.71,21.93,7,165
3478,01:35:51,,3466,Ross,male,4,5,0,48,45.63,23.84,5,176
3477,01:35:51,,3465,Georgi,male,0,3,0,22,35.93,22.28,8,173
6871,01:35:51,Littledown Harriers Running Club,6849,Suzanne,female,3,5,1,21,48.02,23.61,9,169
7257,01:35:51,,7235,Aron,male,4,7,0,37,60.91,20.82,10,175
8733,01:35:50,,8709,Hannah,female,1,4,0,42,32.5,23.11,9,170
3476,01:35:50,,3464,Sarah,female,1,6,0,41,42.07,22.69,9,170
4412,01:35:50,,4396,Rob,male,5,5,0,55,46.65,21.65,5,156
11061,01:35:50,,11028,Simon,male,0,7,0,32,50.74,22.99,6,164
1224,01:35:50,,1222,David,male,2,2,0,41,38.14,23.18,10,167
5001,01:35:50,,4983,Adam,male,0,4,0,47,53.99,22.66,1,161
12102,01:35:49,,12065,Ayoade,male,4,5,0,29,41.39,21.5,4,163
5000,01:35:49,,4982,John,male,0,4,0,37,0,21.14,8,164
4411,01:35:48,Crawley AC,4395,David,male,1,2,0,35,44.63,22.62,10,1
11060,01:35:48,,11027,Tom,male,1,5,0,60,45.37,23.83,8,162
9801,01:35:48,,9774,Nick,male,4,4,0,34,40.95,20.15,12,149
13063,01:35:47,,13022,Ian,male,2,4,0,44,43.29,21.91,2,170
8732,01:35:47,,8708,Mark,male,2,3,0,35,35.65,21.47,11,164
2548,01:35:47,,2538,Jonathan,male,5,5,0,49,36.45,18.86,7,158
14011,01:35:47,Chippenham Harriers,13969,Rob,male,7,7,1,35,58.38,23.34,9,171
1223,01:35:47,,1221,Steven,male,6,6,0,37,34.43,22.14,13,161
14012,01:35:47,,13970,Karina,female,5,5,0,26,41.73,23.9,3,166
5951,01:35:47,,5932,Chris,male,6,6,0,29,62.19,20.91,6,166
7745,01:35:46,,7723,Jake,male,7,7,0,34,46.11,21.54,4,165
3475,01:35:46,Farnham Town Running Club,3463,Zoe,female,4,7,1,28,40.07,21.59,1,162
9540,01:35:46,,9513,Sam,male,1,4,0,34,44.5,23.51,7,1
2547,01:35:46,,2537,Lucy,female,5,5,0,24,44.24,22.39,10,165
8731,01:35:46,,8707,Gary,male,0,5,0,46,35.92,24.08,7,165
14010,01:35:45,,13968,Ali,male,3,4,0,36,27.74,20.04,6,164
8730,01:35:44,,8706,Chris,male,6,6,0,36,48.4,24.18,3,161
14009,01:35:44,,13967,Kirsty,female,0,6,0,18,42.5,21.98,3,160
4011,01:35:44,,3998,Liz,female,0,4,0,30,38.39,24.66,7,171
13062,01:35:43,,13021,Yasmin,female,4,4,0,45,54.1,999,6,170
7256,01:35:43,Forest of Dean AC,7234,Mandy,female,1,5,1,41,33.4,25.45,5,167
14008,01:35:43,,13966,Nick,male,3,6,0,27,56.87,21.73,8,162
5950,01:35:43,Bognor Regis Tone Zone Runners,5931,Debi,female,4,4,1,25,38.07,999,5,173
5949,01:35:43,,5930,Jen,female,0,2,0,40,46.68,22.19,11,164
1222,01:35:42,,1220,Mathuri,male,2,6,0,47,47.44,22.65,-6,170
5948,01:35:42,,5929,Paul,male,4,8,0,23,48.08,25.53,4,166
8729,01:35:42,,8705,Melanie,female,7,7,0,37,42.11,24.36,10,172
5947,01:35:42,,5928,Martyn,male,3,5,0,28,34.01,21.01,2,167
2546,01:35:42,Poole Runners,2536,Alan,male,5,5,0,53,40.01,999,6,172
4999,01:35:42,,4981,Laura,female,5,7,0,44,44.04,24.83,1000,167
13061,01:35:41,,13020,Neil,male,2,2,0,33,42.25,22.7,10,171
10312,01:35:40,,10282,Sam,male,2,3,0,32,46,20.84,6,163
10311,01:35:40,,10281,Samantha,female,6,6,0,34,28.37,25.28,4,167
11059,01:35:40,,11026,Nicola,female,7,7,0,45,0,21.68,11,175
8728,01:35:40,Wells City Harriers,8704,Patrick,male,2,2,0,42,42.37,19.83,6,172
4997,01:35:40,,4979,Oliver,male,2,4,0,52,32.99,20.64,18,169
4998,01:35:40,,4980,George,male,2,3,0,40,42.58,22.95,8,166
6870,01:35:40,Bognor Regis Tone Zone Runners,6848,Michael,male,1,4,0,30,39.05,25.77,9,162
2545,01:35:39,,2535,Paul,male,0,3,0,33,0,22.33,11,1
5946,01:35:39,,5927,Kevin,male,2,5,0,37,51.06,19.78,14,170
14007,01:35:39,,13965,Claire,female,0,3,0,28,49.46,22.25,8,166
3474,01:35:39,,3462,Anna,female,4,4,0,28,44.16,23.38,11,165
4410,01:35:38,,4394,Sian,female,3,4,0,28,53.48,23.47,11,173
5945,01:35:38,,5926,Katie,female,3,3,0,18,54.12,21.05,2,163
8727,01:35:37,,8703,Katie,female,0,1,0,30,39.81,20.47,15,164
10310,01:35:37,,10280,Sammy,male,3,5,0,23,41.49,20.96,4,156
5944,01:35:37,,5925,Luke,male,1,4,0,22,39.22,999,-1,166
4409,01:35:37,,4393,Gary,male,2,5,0,39,45.64,24.36,11,164
2544,01:35:36,,2534,Rachael,female,3,4,0,42,47.57,20.67,8,169
4408,01:35:36,,4392,Andrew,male,0,5,0,36,39.95,20.63,11,164
5943,01:35:36,Lordshill Road Runners,5924,Mary,female,4,4,1,33,44.69,21.94,7,165
4996,01:35:35,,4978,Elizabeth,female,5,5,0,41,0,25.06,6,164
13403,01:35:35,,13361,Catharine,female,4,4,0,31,47.28,21.2,11,162
4010,01:35:35,,3997,Tracy,female,4,5,0,25,30.95,20.47,-2,161
3473,01:35:35,,3461,Karen,female,0,6,0,48,45.83,22.14,5,169
7255,01:35:34,,7233,Sarah,female,2,5,0,24,41.84,24.51,9,165
9539,01:35:34,,9512,Mike,male,3,5,0,38,43.24,21.89,4,170
8724,01:35:34,,8700,Colin,male,1,2,0,36,43.29,21.51,0,167
8726,01:35:34,,8702,Winx,male,2,4,0,43,42.34,21.68,10,157
8725,01:35:34,,8701,Rebecca,female,2,5,0,43,45.28,21.05,4,166
1221,01:35:33,,1219,Stephen,male,5,5,0,46,40.79,25.04,7,166
13060,01:35:33,,13019,Kirsty,female,2,4,0,38,40.01,20.47,6,163
10309,01:35:33,,10279,John,male,2,6,0,30,41.79,21.75,8,166
8723,01:35:33,,8699,Gary,male,4,5,0,50,42.92,23.71,7,160
10308,01:35:32,,10278,Priyanka,female,1,6,0,51,40.97,21.04,8,164
12100,01:35:32,Newbury Athletic Club,12063,Rosie,female,9,9,1,38,35.85,22.14,-3,159
12101,01:35:32,Newbury Athletic Club,12064,Libby,female,1,5,0,32,45.84,23.44,5,1
7744,01:35:31,,7722,Sarah,female,5,6,0,29,0,23.67,15,176
12099,01:35:31,,12062,Claudia,female,4,4,0,45,45.71,21.41,11,166
2543,01:35:31,,2533,Kerry,female,0,4,0,66,50.33,22.67,9,166
7254,01:35:31,Maidenhead Athletic Club,7232,Joan,female,0,3,0,40,45.41,20.75,9,165
5942,01:35:30,,5923,Eleanor,female,2,4,0,31,39.11,23.1,6,162
2541,01:35:30,,2531,Olivia,female,1,5,0,28,42.71,21.95,11,168
5941,01:35:30,,5922,Neil,male,3,4,0,54,47.58,20.24,6,156
2542,01:35:30,,2532,Sharon,female,4,4,0,49,45.7,22.01,13,168
13059,01:35:30,,13018,David,male,2,4,0,27,47.07,24.67,6,162
12098,01:35:29,,12061,Victoria,female,3,4,0,38,48.95,20.59,5,165
211,01:35:29,,211,Ian,male,3,3,0,30,40.63,22.51,10,167
11058,01:35:29,,11025,Vanessa,female,4,4,0,50,29.68,999,8,162
11057,01:35:29,,11024,Sarah,female,0,3,0,31,50.39,20.6,4,160
1220,01:35:29,,1218,Matt,male,4,6,0,50,43.88,22.23,6,159
1219,01:35:29,,1217,Rose,female,2,4,0,18,46.4,19.17,7,169
13058,01:35:29,,13017,Helene,female,0,3,0,39,44.53,20.71,7,170
2540,01:35:28,,2530,Holly,female,6,6,0,29,35.79,23.89,4,156
12097,01:35:28,,12060,Donna,female,2,5,0,38,46.8,22.96,7,166
10307,01:35:28,,10277,Karen,female,1,3,0,31,50.59,22.17,6,183
1218,01:35:28,,1216,Keith,male,4,4,0,37,49.95,22.2,6,166
7253,01:35:28,,7231,Debbie,female,0,4,0,18,40.88,22.79,5,171
3472,01:35:27,,3460,Lucy,female,3,3,0,42,48.69,23.68,14,163
7743,01:35:27,,7721,Sarah,female,4,5,0,40,37.18,23.92,7,167
6640,01:35:27,,6618,Nick,male,1,7,0,35,44.64,22.31,10,158
11056,01:35:27,Yeovil Town RRC,11023,Debbie,female,0,2,0,18,31.84,23.4,1000000,166
1217,01:35:26,Cove Joggers,1215,Helen,female,1,4,0,24,47.89,25.2,4,170
1216,01:35:26,,1214,Ian,male,5,5,0,19,35.64,24.29,1,168
